Universe Date,Filter Date,Era,Novel Type,Title,Writers,Release Date,Canon or Legends,Image,Thumbnail
0 ABY,0,AOR,ON,Allegiance,Timothy Zahn,1/30/2007,Legend,https://static.wikia.nocookie.net/starwars/images/f/f9/Allegiance-Hardcover.jpg/revision/latest/scale-to-width-down/500?cb=20070719035019,SWImages\Allegiance.jpg
0 ABY,0,AOR,OJR,Rebel Force: Uprising,Alex Wheeler,5/1/2010,Legend,https://static.wikia.nocookie.net/starwars/images/7/7b/RebelForceUprising.jpg/revision/latest/scale-to-width-down/499?cb=20100121084918,SWImages\Rebel Force Uprising.jpg
0 ABY,0,AOR,OJR,Star Wars Science Adventures: Emergency in Escape Pod Four,"Jude Watson 
K.D. Burkett",1999-02,Legend,https://static.wikia.nocookie.net/starwars/images/a/a5/EmergencyInEscapePodFour.jpg/revision/latest?cb=20070608141127,SWImages\Star Wars Science Adventures Emergency in Escape Pod Four.jpg
0 ABY,0,AOR,OJR,Star Wars Science Adventures: Journey Across Planet X,"Jude Watson 
K.D. Burkett",1999-02,Legend,https://static.wikia.nocookie.net/starwars/images/9/95/JourneyAcrossPlanetX.jpg/revision/latest?cb=20070607205001,SWImages\Star Wars Science Adventures Journey Across Planet X.jpg
0 ABY,0,AOR,GB,Star Wars Missions 9: Revolt of the Battle Droids,Dave Wolverton,5/1/1998,Legend,https://static.wikia.nocookie.net/starwars/images/a/ae/Missions9.jpg/revision/latest?cb=20051227083319,SWImages\Star Wars Missions 9 Revolt of the Battle Droids.jpg
0 ABY,0,AOR,GB,Star Wars Missions 10: Showdown in Mos Eisley,Ryder Windham,6/1/1998,Legend,https://static.wikia.nocookie.net/starwars/images/a/a2/Missions10.jpg/revision/latest?cb=20051227083333,SWImages\Star Wars Missions 10 Showdown in Mos Eisley.jpg
0 ABY,0,AOR,GB,Star Wars Missions 11: Bounty Hunters vs. Battle Droids,Ryder Windham,7/1/1998,Legend,https://static.wikia.nocookie.net/starwars/images/6/65/Missions11.jpg/revision/latest?cb=20051227083340,SWImages\Star Wars Missions 11 Bounty Hunters vs. Battle Droids.jpg
0 ABY,0,AOR,GB,Star Wars Missions 12: The Vactooine Disaster,Ryder Windham,8/1/1998,Legend,https://static.wikia.nocookie.net/starwars/images/3/39/Missions12.jpg/revision/latest?cb=20051227083406,SWImages\Star Wars Missions 12 The Vactooine Disaster.jpg
0 ABY,0,AOR,OJR,Galaxy of Fear: Eaten Alive,John Whitman,1/1/1997,Legend,https://static.wikia.nocookie.net/starwars/images/d/d5/Gof1-eatenalive.jpg/revision/latest?cb=20050719102417,SWImages\Galaxy of Fear Eaten Alive.jpg
0 ABY,0,AOR,OJR,Galaxy of Fear: City of the Dead,John Whitman,1/1/1997,Legend,https://static.wikia.nocookie.net/starwars/images/8/89/Gof2-citydead.jpg/revision/latest?cb=20050719102945,SWImages\Galaxy of Fear City of the Dead.jpg
0 ABY,0,AOR,OJR,Galaxy of Fear: Planet Plague,John Whitman,4/1/1997,Legend,https://static.wikia.nocookie.net/starwars/images/6/64/PlanetPlagueCover.jpg/revision/latest/scale-to-width-down/500?cb=20081031122102,SWImages\Galaxy of Fear Planet Plague.jpg
0 ABY,0,AOR,OJR,Galaxy of Fear: The Nightmare Machine,John Whitman,5/12/1997,Legend,https://static.wikia.nocookie.net/starwars/images/7/72/TheNightmareMachineCover.jpg/revision/latest?cb=20051221222717,SWImages\Galaxy of Fear The Nightmare Machine.jpg
0 ABY,0,AOR,OJR,Galaxy of Fear: Ghost of the Jedi,John Whitman,7/7/1997,Legend,https://static.wikia.nocookie.net/starwars/images/9/94/GhostoftheJediCover.jpg/revision/latest?cb=20051221223026,SWImages\Galaxy of Fear Ghost of the Jedi.jpg
0 ABY,0,AOR,OJR,Galaxy of Fear: Army of Terror,John Whitman,9/8/1997,Legend,https://static.wikia.nocookie.net/starwars/images/e/eb/ArmyofTerrorCover.jpg/revision/latest?cb=20051221210837,SWImages\Galaxy of Fear Army of Terror.jpg
0 ABY,0,AOR,ON,Choices of One,Timothy Zahn,7/19/2011,Legend,https://static.wikia.nocookie.net/starwars/images/0/0f/ChoicesOfOne-PreliminaryFrontCover.jpg/revision/latest/scale-to-width-down/500?cb=20110106134840,SWImages\Choices of One.jpg
0 ABY,0,AOR,OJR,Galaxy of Fear: The Brain Spiders,John Whitman,11/10/1997,Legend,https://static.wikia.nocookie.net/starwars/images/2/2d/TheBrainSpidersCover.jpg/revision/latest/scale-to-width-down/500?cb=20081031123836,SWImages\Galaxy of Fear The Brain Spiders.jpg
0 ABY,0,AOR,OJR,Galaxy of Fear: The Swarm,John Whitman,1/12/1998,Legend,https://static.wikia.nocookie.net/starwars/images/b/b3/TheSwarmCover.jpg/revision/latest?cb=20051221223546,SWImages\Galaxy of Fear The Swarm.jpg
0 ABY,0,AOR,OJR,Galaxy of Fear: Spore,John Whitman,3/9/1998,Legend,https://static.wikia.nocookie.net/starwars/images/0/04/SporeCover.jpg/revision/latest/scale-to-width-down/500?cb=20110128160617,SWImages\Galaxy of Fear Spore.jpg
0 ABY,0,AOR,OJR,Galaxy of Fear: The Doomsday Ship,John Whitman,5/11/1998,Legend,https://static.wikia.nocookie.net/starwars/images/8/8e/TheDoomsdayShipCover.jpg/revision/latest?cb=20051221224002,SWImages\Galaxy of Fear The Doomsday Ship.jpg
0 ABY,0,AOR,OJR,Galaxy of Fear: Clones,John Whitman,1998-08,Legend,https://static.wikia.nocookie.net/starwars/images/e/e0/ClonesCover.jpg/revision/latest/scale-to-width-down/499?cb=20081031121937,SWImages\Galaxy of Fear Clones.jpg
1 ABY,1,AOR,OJR,Galaxy of Fear: The Hunger,John Whitman,9/8/1998,Legend,https://static.wikia.nocookie.net/starwars/images/6/68/TheHungerCover.jpg/revision/latest/scale-to-width-down/499?cb=20081031123933,SWImages\Galaxy of Fear The Hunger.jpg
1 ABY,1,AOR,GB,Star Wars Missions 5: The Hunt for Han Solo,Dave Wolverton,1/1/1998,Legend,https://static.wikia.nocookie.net/starwars/images/3/37/Missions5.jpg/revision/latest?cb=20051227083248,SWImages\Star Wars Missions 5 The Hunt for Han Solo.jpg
1 ABY,1,AOR,GB,Star Wars Missions 6: The Search for Grubba the Hutt,Dave Wolverton,2/1/1998,Legend,https://static.wikia.nocookie.net/starwars/images/5/5f/Missions6.jpg/revision/latest?cb=20051227083256,SWImages\Star Wars Missions 6 The Search for Grubba the Hutt.jpg
1 ABY,1,AOR,GB,Star Wars Missions 7: Ithorian Invasion,Dave Wolverton,3/1/1998,Legend,https://static.wikia.nocookie.net/starwars/images/4/4e/Missions7.jpg/revision/latest?cb=20051227083304,SWImages\Star Wars Missions 7 Ithorian Invasion.jpg
1 ABY,1,AOR,GB,Star Wars Missions 8: Togorian Trap,Dave Wolverton,4/1/1998,Legend,https://static.wikia.nocookie.net/starwars/images/e/e4/Missions8.jpg/revision/latest?cb=20051227083312,SWImages\Star Wars Missions 8 Togorian Trap.jpg
1 ABY,1,AOR,ON,Honor Among Thieves,James S. A. Corey,3/4/2014,Legend,https://static.wikia.nocookie.net/starwars/images/9/9e/HonorAmongThieves-Hardcover.png/revision/latest/scale-to-width-down/500?cb=20200801215359,SWImages\Honor Among Thieves.jpg
1 ABY,1,AOR,ON,Star Wars Galaxies: The Ruins of Dantooine,Voronica Whitney-Robinson & W. Haden Blackman,12/30/2003,Legend,https://static.wikia.nocookie.net/starwars/images/c/cb/SWG-TheRuinsofDantooine.jpg/revision/latest/scale-to-width-down/308?cb=20200710054806,SWImages\Star Wars Galaxies The Ruins of Dantooine.jpg
1 ABY,1,AOR,GB,Star Wars Missions 13: Prisoner of the Nikto Pirates,Dave Wolverton,9/1/1998,Legend,https://static.wikia.nocookie.net/starwars/images/6/6b/Missions13.jpg/revision/latest?cb=20051227083415,SWImages\Star Wars Missions 13 Prisoner of the Nikto Pirates.jpg
1 ABY,1,AOR,GB,Star Wars Missions 14: The Monsters of Dweem,Dave Wolverton,10/1/1998,Legend,https://static.wikia.nocookie.net/starwars/images/b/bc/Missions14.jpg/revision/latest?cb=20051227083422,SWImages\Star Wars Missions 14 The Monsters of Dweem.jpg
1 ABY,1,AOR,GB,Star Wars Missions 15: Voyage to the Underworld,Dave Wolverton,11/1/1998,Legend,https://static.wikia.nocookie.net/starwars/images/0/0e/Missions15.jpg/revision/latest?cb=20051227083429,SWImages\Star Wars Missions 15 Voyage to the Underworld.jpg
1 ABY,1,AOR,GB,Star Wars Missions 16: Imperial Jailbreak,Dave Wolverton,12/1/1998,Legend,https://static.wikia.nocookie.net/starwars/images/d/d5/Missions16.jpg/revision/latest?cb=20051227083436,SWImages\Star Wars Missions 16 Imperial Jailbreak.jpg
2 ABY,2,AOR,ON,Splinter of the Mind's Eye,Alan Dean Foster,2/12/1978,Legend,https://static.wikia.nocookie.net/starwars/images/f/f6/Splinter_of_the_Minds_Eye.png/revision/latest/scale-to-width-down/500?cb=20131105050233,SWImages\Splinter of the Mind's Eye.jpg
2 ABY,2,AOR,GB,The Bounty Hunter,Paul Cockburn,1/27/1994,Legend,https://static.wikia.nocookie.net/starwars/images/c/ca/TheBountyHunter_cover.jpg/revision/latest?cb=20070823144433,SWImages\The Bounty Hunter.jpg
2 ABY,2,AOR,ON,Razor's Edge,Martha Wells,8/30/2013,Legend,https://static.wikia.nocookie.net/starwars/images/7/71/RazorsEdge-Hardcover.jpg/revision/latest/scale-to-width-down/499?cb=20130427064426,SWImages\Razor's Edge.jpg
3 ABY,3,AOR,NA,Star Wars Episode V: The Empire Strikes Back,"Donald F. Glut, George Lucas",4/12/1980,Legend,https://static.wikia.nocookie.net/starwars/images/8/80/Episodev_empirestrikesback.jpg/revision/latest/scale-to-width-down/297?cb=20210409185847,SWImages\Star Wars Episode V The Empire Strikes Back.jpg
3 ABY,3,AOR,JRA,Star Wars Episode V: The Empire Strikes Back,Ryder Windham,10/1/2004,Legend,https://static.wikia.nocookie.net/starwars/images/a/a8/StarWarsEpisodeV-TheEmpireStrikesBack.png/revision/latest/scale-to-width-down/500?cb=20190929191246,SWImages\Star Wars Episode V The Empire Strikes Back.jpg
3 ABY,3,AOR,YR,How the Ewoks Saved the Trees: An Old Ewok Legend,James Howe,3/12/1984,Legend,https://static.wikia.nocookie.net/starwars/images/a/ae/HowEwokssavedtrees.jpg/revision/latest/scale-to-width-down/500?cb=20200623210445,SWImages\How the Ewoks Saved the Trees An Old Ewok Legend.jpg
3 ABY,3,AOR,YR,The Adventures of Teebo: A Tale of Magic and Suspense,Joe Johnston,5/12/1984,Legend,https://static.wikia.nocookie.net/starwars/images/2/23/The_Adventures_of_Teebo.jpg/revision/latest?cb=20060426193047,SWImages\The Adventures of Teebo A Tale of Magic and Suspense.jpg
3 ABY,3,AOR,YR,Three Cheers for Kneesaa!: An Ewok Adventure,Jane E. Gerver,1984,Legend,https://static.wikia.nocookie.net/starwars/images/4/4f/Three_cheers_for_kneesaa.jpg/revision/latest/scale-to-width-down/350?cb=20061110221927,SWImages\Three Cheers for Kneesaa! An Ewok Adventure.jpg
3 ABY,3,AOR,YR,The Ewoks' Hang-Gliding Adventure,Judy Herbstman,1984,Legend,https://static.wikia.nocookie.net/starwars/images/5/55/Ewokshanggliding.jpg/revision/latest?cb=20060602193745,SWImages\The Ewoks' Hang-Gliding Adventure.jpg
3 ABY,3,AOR,YR,Wicket Goes Fishing: An Ewok Adventure,Melinda Luke,1986,Legend,https://static.wikia.nocookie.net/starwars/images/2/20/Wicketfishing.jpg/revision/latest?cb=20060602193603,SWImages\Wicket Goes Fishing An Ewok Adventure.jpg
3 ABY,3,AOR,YR,Wicket Finds a Way: An Ewok Adventure,Melinda Luke,1984,Legend,https://static.wikia.nocookie.net/starwars/images/d/dc/Wicketfindsaway.jpg/revision/latest?cb=20060424145801,SWImages\Wicket Finds a Way An Ewok Adventure.jpg
3 ABY,3,AOR,YR,Fuzzy as an Ewok,Virginia Holt,1986-04,Legend,https://static.wikia.nocookie.net/starwars/images/6/62/Fuzzyasanewok.jpg/revision/latest?cb=20060602193712,SWImages\Fuzzy as an Ewok.jpg
3 ABY,3,AOR,YR,The Ewok Who Was Afraid: An Ewok Adventure,Helena Clare Pittman,1986,Legend,https://static.wikia.nocookie.net/starwars/images/c/c2/Ewokwhowasafraid.jpg/revision/latest/scale-to-width-down/350?cb=20080715223703,SWImages\The Ewok Who Was Afraid An Ewok Adventure.jpg
3 ABY,3,AOR,YR,To Save Deej,Dragon Picture Books,9/24/1987,Legend,https://static.wikia.nocookie.net/starwars/images/a/ad/ToSaveDeejBook.jpg/revision/latest/scale-to-width-down/500?cb=20100512122757,SWImages\To Save Deej.jpg
3 ABY,3,AOR,YR,Wicket and the Dandelion Warriors: An Ewok Adventure,"Larry Weinberg 
Bob Carrau",1985,Legend,https://static.wikia.nocookie.net/starwars/images/b/ba/WicketDandelion.jpg/revision/latest?cb=20060602193506,SWImages\Wicket and the Dandelion Warriors An Ewok Adventure.jpg
3 ABY,3,AOR,YR,The Shadow Stone: An Ewok Adventure,"Cathy East Dubowski, Paul Dini",1986,Legend,https://static.wikia.nocookie.net/starwars/images/a/a9/ShadowStone.jpg/revision/latest?cb=20060602193635,SWImages\The Shadow Stone An Ewok Adventure.jpg
3 ABY,3,AOR,YR,Sun Star Against Shadow Stone,Dragon Picture Books,9/24/1987,Legend,https://static.wikia.nocookie.net/starwars/images/f/fb/Sun_Star_Against_Shadow_Stone.jpg/revision/latest/scale-to-width-down/500?cb=20100512123042,SWImages\Sun Star Against Shadow Stone.jpg
3 ABY,3,AOR,YR,Wicket's Wagon,Dragon Picture Books,9/24/1987,Legend,https://static.wikia.nocookie.net/starwars/images/d/dd/WicketsWagon-Book.jpg/revision/latest/scale-to-width-down/500?cb=20100512124023,SWImages\Wicket's Wagon.jpg
3 ABY,3,AOR,YR,The Red Ghost: An Ewok Adventure,Melinda Luke,1986,Legend,https://static.wikia.nocookie.net/starwars/images/4/40/RedGhost.jpg/revision/latest?cb=20060602194830,SWImages\The Red Ghost An Ewok Adventure.jpg
3 ABY,3,AOR,YR,The Ewok Adventure,"Bob Carrau
George Lucas",1985,Legend,https://static.wikia.nocookie.net/starwars/images/a/a8/Ewok_Adventure.jpg/revision/latest/scale-to-width-down/500?cb=20100204135818,SWImages\The Ewok Adventure.jpg
3 ABY,3,AOR,YR,"The Ring, the Witch, and the Crystal: An Ewok Adventure",Cathy East Dubowski,1986-01,Legend,https://static.wikia.nocookie.net/starwars/images/a/aa/Ringwitchcrystal.jpg/revision/latest?cb=20060525175041,"SWImages\The Ring, the Witch, and the Crystal An Ewok Adventure.jpg"
3 ABY,3,AOR,YR,Ewoks: The Battle for Endor,"Jim Wheat
Ken Wheat
George Lucas",1985,Legend,https://static.wikia.nocookie.net/starwars/images/0/04/Battle_for_Endor.jpg/revision/latest/scale-to-width-down/500?cb=20100204140240,SWImages\Ewoks The Battle for Endor.jpg
3  -  4 ABY,3,AOR,ON,Shadows of the Empire,Steve Perry,1996-05,Legend,https://static.wikia.nocookie.net/starwars/images/9/92/Shadowsnovel.jpg/revision/latest/scale-to-width-down/500?cb=20070914210621,SWImages\Shadows of the Empire.jpg
3  -  4 ABY,3,AOR,JRA,Shadows of the Empire,Christopher Golden,10/1/1996,Legend,https://static.wikia.nocookie.net/starwars/images/2/2d/C_shadowsjr.jpg/revision/latest?cb=20070907165841,SWImages\Shadows of the Empire.jpg
4 ABY,4,AOR,NA,Star Wars Episode VI: Return of the Jedi,"James Kahn, George Lucas",5/12/1983,Legend,https://static.wikia.nocookie.net/starwars/images/b/b4/Episodevi_returnofthejedi.jpg/revision/latest?cb=20090414162652,SWImages\Star Wars Episode VI Return of the Jedi.jpg
4 ABY,4,AOR,JRA,Star Wars Episode VI: Return of the Jedi,Ryder Windham,10/1/2004,Legend,https://static.wikia.nocookie.net/starwars/images/a/ab/StarWarsEpisodeVI-ReturnoftheJedi.png/revision/latest/scale-to-width-down/499?cb=20191001013937,SWImages\Star Wars Episode VI Return of the Jedi.jpg
4 ABY,4,AOR,YR,The Ewoks Join the Fight,Bonnie Bogart,6/12/1983,Legend,https://static.wikia.nocookie.net/starwars/images/4/47/Ewoksjoinfight.jpg/revision/latest?cb=20080829185406,SWImages\The Ewoks Join the Fight.jpg
4 ABY,4,AOR,YR,The Ewoks Save the Day,Kay Carroll,1983,Legend,https://static.wikia.nocookie.net/starwars/images/d/dc/Ewokssavetheday_cover.jpg/revision/latest/scale-to-width-down/500?cb=20150925101201,SWImages\The Ewoks Save the Day.jpg
4 ABY,4,AOR,OJR,Journal: Hero for Hire,Donna Tauscher,1998-07,Legend,https://static.wikia.nocookie.net/starwars/images/8/87/HeroforHire.jpg/revision/latest?cb=20051214025556,SWImages\Journal Hero for Hire.jpg
4 ABY,4,AOR,ON,The Mandalorian Armor,K. W. Jeter,1998-06,Legend,https://static.wikia.nocookie.net/starwars/images/c/c4/The_Mandalorian_Armor_Cover.gif/revision/latest?cb=20050501215753,SWImages\The Mandalorian Armor.jpg
4 ABY,4,AOR,ON,Slave Ship,K. W. Jeter,1998-10,Legend,https://static.wikia.nocookie.net/starwars/images/9/94/Slave_Ship_Cover.jpg/revision/latest/scale-to-width-down/306?cb=20050501215153,SWImages\Slave Ship.jpg
4 ABY,4,AOR,ON,Hard Merchandise,K. W. Jeter,7/6/1999,Legend,https://static.wikia.nocookie.net/starwars/images/5/55/Hard_Merchandise_Cover.jpg/revision/latest/scale-to-width-down/305?cb=20050501215225,SWImages\Hard Merchandise.jpg
4 ABY,4,AOR,ON,The Truce at Bakura,Kathy Tyers,11/1/1993,Legend,https://static.wikia.nocookie.net/starwars/images/4/4c/TruceatBakura.png/revision/latest/scale-to-width-down/500?cb=20140912045318,SWImages\The Truce at Bakura.jpg
5 ABY,5,TNR,ON,Luke Skywalker and the Shadows of Mindor,Matthew Stover,12/30/2008,Legend,https://static.wikia.nocookie.net/starwars/images/2/28/Shadows_of_Mindor_cover.jpg/revision/latest/scale-to-width-down/500?cb=20080424200106,SWImages\Luke Skywalker and the Shadows of Mindor.jpg
5 ABY,5,TNR,OJR,The Glove of Darth Vader,"Paul Davids 
Hollace Davids",6/1/1992,Legend,https://static.wikia.nocookie.net/starwars/images/c/ce/GloveofDarthVader.png/revision/latest/scale-to-width-down/500?cb=20200901000634,SWImages\The Glove of Darth Vader.jpg
5 ABY,5,TNR,OJR,The Lost City of the Jedi,"Paul Davids 
Hollace Davids",6/1/1992,Legend,https://static.wikia.nocookie.net/starwars/images/0/0b/LostCityoftheJedi.jpg/revision/latest?cb=20210427174406,SWImages\The Lost City of the Jedi.jpg
5 ABY,5,TNR,OJR,Zorba the Hutt's Revenge,"Paul Davids 
Hollace Davids",7/1/1992,Legend,https://static.wikia.nocookie.net/starwars/images/a/a9/ZorbatheHuttsRevenge.jpg/revision/latest/scale-to-width-down/347?cb=20210226214659,SWImages\Zorba the Hutt's Revenge.jpg
5 ABY,5,TNR,OJR,Mission from Mount Yoda,"Paul Davids 
Hollace Davids",1/1/1993,Legend,https://static.wikia.nocookie.net/starwars/images/6/68/Mission-from-mount-yoda.jpg/revision/latest?cb=20050807072530,SWImages\Mission from Mount Yoda.jpg
5 ABY,5,TNR,OJR,Queen of the Empire,"Paul Davids 
Hollace Davids",3/1/1993,Legend,https://static.wikia.nocookie.net/starwars/images/d/d5/Queenoftheempire.jpg/revision/latest?cb=20051015033759,SWImages\Queen of the Empire.jpg
5 ABY,5,TNR,OJR,Prophets of the Dark Side,"Paul Davids 
Hollace Davids",4/1/1993,Legend,https://static.wikia.nocookie.net/starwars/images/0/08/Prophetsofthedarkside.jpg/revision/latest/scale-to-width-down/341?cb=20070719044050,SWImages\Prophets of the Dark Side.jpg
5 ABY,5,TNR,ON,Dark Forces: Rebel Agent,William C. Dietz,3/11/1998,Legend,https://static.wikia.nocookie.net/starwars/images/3/33/Dfh2.jpg/revision/latest/scale-to-width-down/329?cb=20050913143923,SWImages\Dark Forces Rebel Agent.jpg
5 ABY,5,TNR,ON,Dark Forces: Jedi Knight,William C. Dietz,10/14/1998,Legend,https://static.wikia.nocookie.net/starwars/images/4/4b/Dfh3.jpg/revision/latest/scale-to-width-down/499?cb=20090908035655,SWImages\Dark Forces Jedi Knight.jpg
6  -  7 ABY,6,TNR,ON,X-Wing: Rogue Squadron,Michael A. Stackpole,1/1/1996,Legend,https://static.wikia.nocookie.net/starwars/images/c/cb/XWRogueSquadron.jpg/revision/latest/scale-to-width-down/500?cb=20070915050805,SWImages\X-Wing Rogue Squadron.jpg
7 ABY,7,TNR,ON,X-Wing: Wedge's Gamble,Michael A. Stackpole,5/2/1996,Legend,https://static.wikia.nocookie.net/starwars/images/f/f9/XWWedgesGamble.jpg/revision/latest/scale-to-width-down/285?cb=20050621194055,SWImages\X-Wing Wedge's Gamble.jpg
7 ABY,7,TNR,ON,X-Wing: The Krytos Trap,Michael A. Stackpole,10/2/1996,Legend,https://static.wikia.nocookie.net/starwars/images/f/f7/XWTheKrytosTrap.jpg/revision/latest/scale-to-width-down/296?cb=20200115140813,SWImages\X-Wing The Krytos Trap.jpg
7 ABY,7,TNR,ON,X-Wing: The Bacta War,Michael A. Stackpole,2/6/1997,Legend,https://static.wikia.nocookie.net/starwars/images/d/d6/The-Bacta-War.jpg/revision/latest/scale-to-width-down/500?cb=20070915050934,SWImages\X-Wing The Bacta War.jpg
7 ABY,7,TNR,ON,X-Wing: Wraith Squadron,Aaron Allston,2/2/1998,Legend,https://static.wikia.nocookie.net/starwars/images/9/9a/XWWraithSquadron.jpg/revision/latest/scale-to-width-down/499?cb=20070719121527,SWImages\X-Wing Wraith Squadron.jpg
7 ABY,7,TNR,ON,X-Wing: Iron Fist,Aaron Allston,7/6/1998,Legend,https://static.wikia.nocookie.net/starwars/images/f/f2/XWIronFist.jpg/revision/latest/scale-to-width-down/499?cb=20070719121312,SWImages\X-Wing Iron Fist.jpg
7  -  8 ABY,7,TNR,ON,X-Wing: Solo Command,Aaron Allston,2/2/1999,Legend,https://static.wikia.nocookie.net/starwars/images/a/ac/XWSoloCommand.jpg/revision/latest/scale-to-width-down/500?cb=20070915051240,SWImages\X-Wing Solo Command.jpg
8 ABY,8,TNR,ON,The Courtship of Princess Leia,Dave Wolverton,5/1/1994,Legend,https://static.wikia.nocookie.net/starwars/images/2/2d/Courtship2.jpg/revision/latest/scale-to-width-down/340?cb=20200624053805,SWImages\The Courtship of Princess Leia.jpg
8 ABY,8,TNR,ON,Tatooine Ghost,Troy Denning,3/4/2003,Legend,https://static.wikia.nocookie.net/starwars/images/8/8b/TatooineGhost.jpg/revision/latest/scale-to-width-down/336?cb=20200821025300,SWImages\Tatooine Ghost.jpg
9 ABY,9,TNR,ON,Heir to the Empire,Timothy Zahn,1991-06,Legend,https://static.wikia.nocookie.net/starwars/images/8/82/HeirtotheEmpire.jpg/revision/latest?cb=20190907010055,SWImages\Heir to the Empire.jpg
9 ABY,9,TNR,ON,Dark Force Rising,Timothy Zahn,1992-06,Legend,https://static.wikia.nocookie.net/starwars/images/7/7f/DarkForceRising.jpg/revision/latest/scale-to-width-down/500?cb=20200818002311,SWImages\Dark Force Rising.jpg
9 ABY,9,TNR,ON,The Last Command,Timothy Zahn,1993-05,Legend,https://static.wikia.nocookie.net/starwars/images/2/24/TheLastCommand.jpg/revision/latest/scale-to-width-down/337?cb=20200818021122,SWImages\The Last Command.jpg
9 ABY,9,TNR,ON,X-Wing: Isard's Revenge,Michael A. Stackpole,4/13/1999,Legend,https://static.wikia.nocookie.net/starwars/images/e/e1/XWIsardsRevenge.png/revision/latest/scale-to-width-down/500?cb=20200824001254,SWImages\X-Wing Isard's Revenge.jpg
11 ABY,11,TNR,ON,Jedi Search,Kevin J. Anderson,3/1/1994,Legend,https://static.wikia.nocookie.net/starwars/images/0/0b/JediSearch.jpg/revision/latest/scale-to-width-down/500?cb=20210408013936,SWImages\Jedi Search.jpg
11 ABY,11,TNR,ON,Dark Apprentice,Kevin J. Anderson,7/1/1994,Legend,https://static.wikia.nocookie.net/starwars/images/d/df/DarkApprentice.jpg/revision/latest/scale-to-width-down/499?cb=20210408053658,SWImages\Dark Apprentice.jpg
11 ABY,11,TNR,ON,Champions of the Force,Kevin J. Anderson,9/1/1994,Legend,https://static.wikia.nocookie.net/starwars/images/1/1e/ChampionsoftheForce.jpg/revision/latest/scale-to-width-down/500?cb=20210408184846,SWImages\Champions of the Force.jpg
11 ABY,11,TNR,ON,"I, Jedi",Michael A. Stackpole,5/4/1998,Legend,https://static.wikia.nocookie.net/starwars/images/9/97/IJedi-Hardcover.jpg/revision/latest?cb=20190907042819,"SWImages\I, Jedi.jpg"
12 ABY,12,TNR,ON,Children of the Jedi,Barbara Hambly,4/1/1995,Legend,https://static.wikia.nocookie.net/starwars/images/6/68/ChildrenoftheJedi-Paperback.png/revision/latest/scale-to-width-down/500?cb=20200802023030,SWImages\Children of the Jedi.jpg
12 ABY,12,TNR,ON,Darksaber,Kevin J. Anderson,11/1/1995,Legend,https://static.wikia.nocookie.net/starwars/images/e/e5/DarksaberNovel.jpg/revision/latest/scale-to-width-down/500?cb=20200819023627,SWImages\Darksaber.jpg
13 ABY,13,TNR,ON,X-Wing: Starfighters of Adumar,Aaron Allston,8/3/1999,Legend,https://static.wikia.nocookie.net/starwars/images/5/53/XW-StarfightersOfAdumar.png/revision/latest/scale-to-width-down/500?cb=20200708044729,SWImages\X-Wing Starfighters of Adumar.jpg
13 ABY,13,TNR,ON,Planet of Twilight,Barbara Hambly,1997-05,Legend,https://static.wikia.nocookie.net/starwars/images/6/62/PlanetOfTwilight.jpg/revision/latest/scale-to-width-down/499?cb=20070719121111,SWImages\Planet of Twilight.jpg
14 ABY,14,TNR,ON,The Crystal Star,Vonda N. McIntyre,12/1/1994,Legend,https://static.wikia.nocookie.net/starwars/images/a/a2/TheCrystalStar.jpg/revision/latest/scale-to-width-down/335?cb=20210610010310,SWImages\The Crystal Star.jpg
16  -  17 ABY,16,TNR,ON,Before the Storm,Michael P. Kube-McDowell,3/1/1996,Legend,https://static.wikia.nocookie.net/starwars/images/f/f8/Beforethestormcover.jpg/revision/latest/scale-to-width-down/500?cb=20191102193945,SWImages\Before the Storm.jpg
16  -  17 ABY,16,TNR,ON,Shield of Lies,Michael P. Kube-McDowell,8/1/1996,Legend,https://static.wikia.nocookie.net/starwars/images/7/78/ShieldofLies-Cover.jpg/revision/latest/scale-to-width-down/500?cb=20190702014731,SWImages\Shield of Lies.jpg
16  -  17 ABY,16,TNR,ON,Tyrant's Test,Michael P. Kube-McDowell,12/1/1996,Legend,https://static.wikia.nocookie.net/starwars/images/4/45/TyrantsTest.png/revision/latest/scale-to-width-down/500?cb=20200301002949,SWImages\Tyrant's Test.jpg
17 ABY,17,TNR,ON,The New Rebellion,Kristine Kathryn Rusch,1996-12,Legend,https://static.wikia.nocookie.net/starwars/images/4/43/TheNewRebellion.jpg/revision/latest?cb=20050807020512,SWImages\The New Rebellion.jpg
18 ABY,18,TNR,ON,Ambush at Corellia,Roger MacBride Allen,2/2/1995,Legend,https://static.wikia.nocookie.net/starwars/images/9/97/AmbushatCorellia.png/revision/latest/scale-to-width-down/500?cb=20200624031616,SWImages\Ambush at Corellia.jpg
18 ABY,18,TNR,ON,Assault at Selonia,Roger MacBride Allen,1995-07,Legend,https://static.wikia.nocookie.net/starwars/images/0/08/Assault_at_Selonia.jpg/revision/latest/scale-to-width-down/499?cb=20110701204042,SWImages\Assault at Selonia.jpg
18 ABY,18,TNR,ON,Showdown at Centerpoint,Roger MacBride Allen,1995-10,Legend,https://static.wikia.nocookie.net/starwars/images/0/09/Showdown_at_Centerpoint.jpg/revision/latest/scale-to-width-down/297?cb=20060419045554,SWImages\Showdown at Centerpoint.jpg
